target,prime,rt,key,participant,prof,primetype,relationtype,primert,paikka,immersion,age,years
СЧИТАТЬ,посчитать,0.611005899962038,j,L215,perus,related,derivation,der,labra,no,20,7
ЖЕЛАТЬ,пожелать,0.534213699982502,j,L215,perus,related,derivation,der,labra,no,20,7
ИСКАТЬ,поискать,0.63689099997282,j,L215,perus,related,derivation,der,labra,no,20,7
ТЕРЯТЬ,потерять,0.668236800003797,j,L215,perus,related,derivation,der,labra,no,20,7
ТРАТИТЬ,потратить,0.746732499916106,j,L215,perus,related,derivation,der,labra,no,20,7
СИДЕТЬ,первый,0.520101999980398,j,L215,perus,a_unrelated,derivation,unrel,labra,no,20,7
ДУМАТЬ,другой,0.670882700011134,j,L215,perus,a_unrelated,derivation,unrel,labra,no,20,7
ЛЕЖАТЬ,полежать,0.636992300045677,j,L215,perus,related,derivation,der,labra,no,20,7
ДЕРЖАТЬ,работа,0.903891800087877,j,L215,perus,a_unrelated,derivation,unrel,labra,no,20,7
ВЕРИТЬ,самый,0.745649899938144,j,L215,perus,a_unrelated,derivation,unrel,labra,no,20,7
СТРОИТЬ,область,0.789154500002041,j,L215,perus,a_unrelated,derivation,unrel,labra,no,20,7
ПЛАКАТЬ,плакал,0.6164240000071,j,L215,perus,related,inflection,inf,labra,no,20,7
ВСТРЕЧАТЬ,встречал,0.637796199996956,j,L215,perus,related,inflection,inf,labra,no,20,7
КРИЧАТЬ,кричал,0.629535499960184,j,L215,perus,related,inflection,inf,labra,no,20,7
СООБЩИТЬ,сообщил,0.786872699973173,j,L215,perus,related,inflection,inf,labra,no,20,7
УБИТЬ,убил,0.72752810001839,j,L215,perus,related,inflection,inf,labra,no,20,7
БЕЖАТЬ,бежал,0.680675900075585,j,L215,perus,related,inflection,inf,labra,no,20,7
БРОСИТЬ,никакой,0.748539399937727,j,L215,perus,a_unrelated,inflection,unrel,labra,no,20,7
УМЕТЬ,умел,0.708740099915303,j,L215,perus,related,inflection,inf,labra,no,20,7
ПОНЯТЬ,хорошо,0.987952099996619,j,L215,perus,a_unrelated,inflection,unrel,labra,no,20,7
ПИСАТЬ,черный,0.708441199967638,j,L215,perus,a_unrelated,inflection,unrel,labra,no,20,7
РЕШИТЬ,далекий,0.622270399937406,j,L215,perus,a_unrelated,inflection,unrel,labra,no,20,7
ПОМНИТЬ,власть,0.971483499975875,j,L215,perus,a_unrelated,inflection,unrel,labra,no,20,7
УЗНАТЬ,тысяча,0.591515999985859,j,L215,perus,a_unrelated,inflection,unrel,labra,no,20,7
ОЖИДАТЬ,внимание,0.808571800007485,j,L215,perus,a_unrelated,inflection,unrel,labra,no,20,7
СНИМАТЬ,развитие,0.825878600007854,j,L215,perus,a_unrelated,inflection,unrel,labra,no,20,7
СТРАДАТЬ,пострадать,0.670549900038168,j,L217,perus,related,derivation,der,labra,no,20,7
СМОТРЕТЬ,посмотреть,0.55277179996483,j,L217,perus,related,derivation,der,labra,no,20,7
СТОЯТЬ,постоять,0.540577400010079,j,L217,perus,related,derivation,der,labra,no,20,7
ИГРАТЬ,поиграть,0.596435399958864,j,L217,perus,related,derivation,der,labra,no,20,7
СТАВИТЬ,поставить,0.513672199973371,j,L217,perus,related,derivation,der,labra,no,20,7
СЛУШАТЬ,послушать,0.540274500031956,j,L217,perus,related,derivation,der,labra,no,20,7
ПРОСИТЬ,попросить,0.535469499998726,j,L217,perus,related,derivation,der,labra,no,20,7
КУРИТЬ,покурить,0.630043799988925,j,L217,perus,related,derivation,der,labra,no,20,7
СЧИТАТЬ,посчитать,0.836931800004095,j,L217,perus,related,derivation,der,labra,no,20,7
ЖЕЛАТЬ,пожелать,0.541914100002032,j,L217,perus,related,derivation,der,labra,no,20,7
ИСКАТЬ,поискать,0.509859999991022,j,L217,perus,related,derivation,der,labra,no,20,7
ТЕРЯТЬ,потерять,0.504231900034938,j,L217,perus,related,derivation,der,labra,no,20,7
ТРАТИТЬ,потратить,0.538858399959281,j,L217,perus,related,derivation,der,labra,no,20,7
СИДЕТЬ,первый,0.519919499987736,j,L217,perus,a_unrelated,derivation,unrel,labra,no,20,7
ДУМАТЬ,другой,0.640201800037175,j,L217,perus,a_unrelated,derivation,unrel,labra,no,20,7
ГОВОРИТЬ,все-таки,0.569875399989542,j,L217,perus,a_unrelated,derivation,unrel,labra,no,20,7
ЛЕЖАТЬ,полежать,0.636116899957415,j,L217,perus,related,derivation,der,labra,no,20,7
СТРОИТЬ,область,0.64155609998852,j,L217,perus,a_unrelated,derivation,unrel,labra,no,20,7
ПЛАКАТЬ,плакал,0.860697500000242,j,L217,perus,related,inflection,inf,labra,no,20,7
ВЫБРАТЬ,выбрал,0.56143569998676,j,L217,perus,related,inflection,inf,labra,no,20,7
ВСТРЕЧАТЬ,встречал,0.539394700026605,j,L217,perus,related,inflection,inf,labra,no,20,7
КРИЧАТЬ,кричал,0.745540599978995,j,L217,perus,related,inflection,inf,labra,no,20,7
СООБЩИТЬ,сообщил,0.731997099996079,j,L217,perus,related,inflection,inf,labra,no,20,7
УБИТЬ,убил,1.18786950001959,j,L217,perus,related,inflection,inf,labra,no,20,7
БРОСИТЬ,никакой,0.72560240002349,j,L217,perus,a_unrelated,inflection,unrel,labra,no,20,7
УМЕТЬ,умел,0.589761900017038,j,L217,perus,related,inflection,inf,labra,no,20,7
ПОНЯТЬ,хорошо,0.65852040000027,j,L217,perus,a_unrelated,inflection,unrel,labra,no,20,7
НАЧАТЬ,всякий,0.614584999973886,j,L217,perus,a_unrelated,inflection,unrel,labra,no,20,7
ПИСАТЬ,черный,0.633438700053375,j,L217,perus,a_unrelated,inflection,unrel,labra,no,20,7
РЕШИТЬ,далекий,0.64798939996399,j,L217,perus,a_unrelated,inflection,unrel,labra,no,20,7
СЛЫШАТЬ,история,0.599666499998421,j,L217,perus,a_unrelated,inflection,unrel,labra,no,20,7
ПОМНИТЬ,власть,0.675882900017314,j,L217,perus,a_unrelated,inflection,unrel,labra,no,20,7
УЗНАТЬ,тысяча,0.827315200003795,j,L217,perus,a_unrelated,inflection,unrel,labra,no,20,7
СНИМАТЬ,развитие,0.558827000029851,j,L217,perus,a_unrelated,inflection,unrel,labra,no,20,7
ЗАБЫТЬ,забыл,0.669700500031468,j,L217,perus,related,inflection,inf,labra,no,20,7
СОБРАТЬ,собрал,0.800260199990589,j,L217,perus,related,inflection,inf,labra,no,20,7
СТРАДАТЬ,пострадать,0.603233200032264,j,L219,perus,related,derivation,der,labra,no,20,7
СМОТРЕТЬ,посмотреть,0.574344900029246,j,L219,perus,related,derivation,der,labra,no,20,7
СТОЯТЬ,постоять,0.644338500045706,j,L219,perus,related,derivation,der,labra,no,20,7
ИГРАТЬ,поиграть,0.585777400003281,j,L219,perus,related,derivation,der,labra,no,20,7
СТАВИТЬ,поставить,0.765179900045041,j,L219,perus,related,derivation,der,labra,no,20,7
СЛУШАТЬ,послушать,0.57276940002339,j,L219,perus,related,derivation,der,labra,no,20,7
ПРОСИТЬ,попросить,0.983345700020436,j,L219,perus,related,derivation,der,labra,no,20,7
КУРИТЬ,покурить,0.59764069999801,j,L219,perus,related,derivation,der,labra,no,20,7
СЧИТАТЬ,посчитать,0.868438099976629,j,L219,perus,related,derivation,der,labra,no,20,7
ЖЕЛАТЬ,пожелать,0.646011799981352,j,L219,perus,related,derivation,der,labra,no,20,7
ИСКАТЬ,поискать,0.613662799994927,j,L219,perus,related,derivation,der,labra,no,20,7
ТРАТИТЬ,потратить,0.543097599991597,j,L219,perus,related,derivation,der,labra,no,20,7
СИДЕТЬ,первый,0.610212699975818,j,L219,perus,a_unrelated,derivation,unrel,labra,no,20,7
ДУМАТЬ,другой,0.490145800053142,j,L219,perus,a_unrelated,derivation,unrel,labra,no,20,7
ГОВОРИТЬ,все-таки,0.587919000012334,j,L219,perus,a_unrelated,derivation,unrel,labra,no,20,7
ЛЕЖАТЬ,полежать,0.552621400041971,j,L219,perus,related,derivation,der,labra,no,20,7
ВЕРИТЬ,самый,0.607037300011143,j,L219,perus,a_unrelated,derivation,unrel,labra,no,20,7
СТРОИТЬ,область,0.579845300002489,j,L219,perus,a_unrelated,derivation,unrel,labra,no,20,7
ВЫБРАТЬ,выбрал,0.629233999992721,j,L219,perus,related,inflection,inf,labra,no,20,7
ВСТРЕЧАТЬ,встречал,0.662074799998663,j,L219,perus,related,inflection,inf,labra,no,20,7
КРИЧАТЬ,кричал,0.576821199967526,j,L219,perus,related,inflection,inf,labra,no,20,7
СООБЩИТЬ,сообщил,0.466402699996252,j,L219,perus,related,inflection,inf,labra,no,20,7
БЕЖАТЬ,бежал,0.714028000016697,j,L219,perus,related,inflection,inf,labra,no,20,7
УМЕТЬ,умел,0.602871499955654,j,L219,perus,related,inflection,inf,labra,no,20,7
ПОНЯТЬ,хорошо,0.704712499980815,j,L219,perus,a_unrelated,inflection,unrel,labra,no,20,7
НАЧАТЬ,всякий,0.555911699950229,j,L219,perus,a_unrelated,inflection,unrel,labra,no,20,7
ПИСАТЬ,черный,0.630630600033328,j,L219,perus,a_unrelated,inflection,unrel,labra,no,20,7
РЕШИТЬ,далекий,0.615054099995177,j,L219,perus,a_unrelated,inflection,unrel,labra,no,20,7
СЛЫШАТЬ,история,0.545425699965563,j,L219,perus,a_unrelated,inflection,unrel,labra,no,20,7
УЗНАТЬ,тысяча,0.508076999976765,j,L219,perus,a_unrelated,inflection,unrel,labra,no,20,7
СНИМАТЬ,развитие,0.635751700028777,j,L219,perus,a_unrelated,inflection,unrel,labra,no,20,7
ЗАБЫТЬ,забыл,0.649213000026066,j,L219,perus,related,inflection,inf,labra,no,20,7
СОБРАТЬ,собрал,0.602142599993385,j,L219,perus,related,inflection,inf,labra,no,20,7
СТРАДАТЬ,торчать,1.02399769995827,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
СМОТРЕТЬ,впрочем,0.688787500024773,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
СТОЯТЬ,палец,0.773411000031047,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
ИГРАТЬ,великий,0.771868300042115,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
СТАВИТЬ,очередь,0.852296099998057,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
СЛУШАТЬ,готовый,0.703591199941002,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
ПРОСИТЬ,близкий,1.01891680003609,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
КУРИТЬ,взгляд,0.697299899999052,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
СЧИТАТЬ,вторник,0.750641300110146,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
ЖЕЛАТЬ,принцип,0.915072100004181,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
ИСКАТЬ,мужчина,0.737197599955834,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
ТЕРЯТЬ,метод,2.46180199994706,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
ТРАТИТЬ,задание,0.919585500028916,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
СИДЕТЬ,посидеть,0.611721100052819,j,L22,aine,related,derivation,der,labra,yes,29,4
ДУМАТЬ,подумать,0.659367499989457,j,L22,aine,related,derivation,der,labra,yes,29,4
ГОВОРИТЬ,поговорить,0.607726400019601,j,L22,aine,related,derivation,der,labra,yes,29,4
ЛЕЖАТЬ,простой,0.792705500032753,j,L22,aine,a_unrelated,derivation,unrel,labra,yes,29,4
ДЕРЖАТЬ,подержать,0.872983200009912,j,L22,aine,related,derivation,der,labra,yes,29,4
ВЕРИТЬ,поверить,0.658875300083309,j,L22,aine,related,derivation,der,labra,yes,29,4
СТРОИТЬ,построить,0.709621099987999,j,L22,aine,related,derivation,der,labra,yes,29,4
ПЛАКАТЬ,женщина,0.734944199910387,j,L22,aine,a_unrelated,inflection,unrel,labra,yes,29,4
ВЫБРАТЬ,назад,0.592400700086728,j,L22,aine,a_unrelated,inflection,unrel,labra,yes,29,4
ВСТРЕЧАТЬ,крупный,0.610817000037059,j,L22,aine,a_unrelated,inflection,unrel,labra,yes,29,4
КРИЧАТЬ,простой,0.791734599974006,j,L22,aine,a_unrelated,inflection,unrel,labra,yes,29,4
СООБЩИТЬ,важный,0.968061299994588,j,L22,aine,a_unrelated,inflection,unrel,labra,yes,29,4
УБИТЬ,часто,1.46103850007057,j,L22,aine,a_unrelated,inflection,unrel,labra,yes,29,4
БЕЖАТЬ,мальчик,0.992201199987903,j,L22,aine,a_unrelated,inflection,unrel,labra,yes,29,4
БРОСИТЬ,бросил,0.750551000004634,j,L22,aine,related,inflection,inf,labra,yes,29,4
ПОНЯТЬ,понял,1.00289790006354,j,L22,aine,related,inflection,inf,labra,yes,29,4
НАЧАТЬ,начал,1.52867619995959,j,L22,aine,related,inflection,inf,labra,yes,29,4
ПИСАТЬ,писал,0.787230100017041,j,L22,aine,related,inflection,inf,labra,yes,29,4
РЕШИТЬ,решил,0.687182700028643,j,L22,aine,related,inflection,inf,labra,yes,29,4
СЛЫШАТЬ,слышал,0.654766499996185,j,L22,aine,related,inflection,inf,labra,yes,29,4
ПОМНИТЬ,помнил,0.875225999974646,j,L22,aine,related,inflection,inf,labra,yes,29,4
УЗНАТЬ,узнал,0.773141999961808,j,L22,aine,related,inflection,inf,labra,yes,29,4
ОЖИДАТЬ,ожидал,0.892745300079696,j,L22,aine,related,inflection,inf,labra,yes,29,4
СНИМАТЬ,снимал,0.76095919997897,j,L22,aine,related,inflection,inf,labra,yes,29,4
ЗАБЫТЬ,структура,1.12388339999598,j,L22,aine,a_unrelated,inflection,unrel,labra,yes,29,4
СОБРАТЬ,сильный,0.94445980002638,j,L22,aine,a_unrelated,inflection,unrel,labra,yes,29,4
СТРАДАТЬ,торчать,0.995477200020105,j,L24,syv,a_unrelated,derivation,unrel,labra,yes,24,11
СМОТРЕТЬ,впрочем,0.602648900123313,j,L24,syv,a_unrelated,derivation,unrel,labra,yes,24,11
СТОЯТЬ,палец,0.659600700018927,j,L24,syv,a_unrelated,derivation,unrel,labra,yes,24,11
ИГРАТЬ,великий,0.743847300065681,j,L24,syv,a_unrelated,derivation,unrel,labra,yes,24,11
СЛУШАТЬ,готовый,0.856494199950248,j,L24,syv,a_unrelated,derivation,unrel,labra,yes,24,11
ПРОСИТЬ,близкий,0.786319099832326,j,L24,syv,a_unrelated,derivation,unrel,labra,yes,24,11
КУРИТЬ,взгляд,0.752514800056815,j,L24,syv,a_unrelated,derivation,unrel,labra,yes,24,11
СЧИТАТЬ,вторник,0.74083249992691,j,L24,syv,a_unrelated,derivation,unrel,labra,yes,24,11
ЖЕЛАТЬ,принцип,0.66457140003331,j,L24,syv,a_unrelated,derivation,unrel,labra,yes,24,11
ИСКАТЬ,мужчина,0.626986199989915,j,L24,syv,a_unrelated,derivation,unrel,labra,yes,24,11
ТЕРЯТЬ,метод,0.48091010004282,j,L24,syv,a_unrelated,derivation,unrel,labra,yes,24,11
ТРАТИТЬ,задание,0.60043720016256,j,L24,syv,a_unrelated,derivation,unrel,labra,yes,24,11
СИДЕТЬ,посидеть,0.587713799905032,j,L24,syv,related,derivation,der,labra,yes,24,11
ДУМАТЬ,подумать,0.593912999844179,j,L24,syv,related,derivation,der,labra,yes,24,11
ГОВОРИТЬ,поговорить,0.48515409999527,j,L24,syv,related,derivation,der,labra,yes,24,11
ЛЕЖАТЬ,простой,0.560515100136399,j,L24,syv,a_unrelated,derivation,unrel,labra,yes,24,11
ДЕРЖАТЬ,подержать,0.591148700099438,j,L24,syv,related,derivation,der,labra,yes,24,11
ВЕРИТЬ,поверить,0.581514500081539,j,L24,syv,related,derivation,der,labra,yes,24,11
СТРОИТЬ,построить,0.635057899868116,j,L24,syv,related,derivation,der,labra,yes,24,11
ПЛАКАТЬ,женщина,0.691442100098357,j,L24,syv,a_unrelated,inflection,unrel,labra,yes,24,11
ВЫБРАТЬ,назад,0.615383700001985,j,L24,syv,a_unrelated,inflection,unrel,labra,yes,24,11
ВСТРЕЧАТЬ,крупный,0.670598999829963,j,L24,syv,a_unrelated,inflection,unrel,labra,yes,24,11
СООБЩИТЬ,важный,0.628550799796358,j,L24,syv,a_unrelated,inflection,unrel,labra,yes,24,11
УБИТЬ,часто,0.545967599842697,j,L24,syv,a_unrelated,inflection,unrel,labra,yes,24,11
БЕЖАТЬ,мальчик,1.12432549986988,j,L24,syv,a_unrelated,inflection,unrel,labra,yes,24,11
БРОСИТЬ,бросил,0.556294800015166,j,L24,syv,related,inflection,inf,labra,yes,24,11
УМЕТЬ,характер,0.747207999927923,j,L24,syv,a_unrelated,inflection,unrel,labra,yes,24,11
ПОНЯТЬ,понял,0.616082699969411,j,L24,syv,related,inflection,inf,labra,yes,24,11
НАЧАТЬ,начал,0.598793799988925,j,L24,syv,related,inflection,inf,labra,yes,24,11
ПИСАТЬ,писал,0.491616500075907,j,L24,syv,related,inflection,inf,labra,yes,24,11
РЕШИТЬ,решил,0.564258500002325,j,L24,syv,related,inflection,inf,labra,yes,24,11
СЛЫШАТЬ,слышал,0.536436700029299,j,L24,syv,related,inflection,inf,labra,yes,24,11
ПОМНИТЬ,помнил,0.632970799924806,j,L24,syv,related,inflection,inf,labra,yes,24,11
УЗНАТЬ,узнал,0.523871399927884,j,L24,syv,related,inflection,inf,labra,yes,24,11
ОЖИДАТЬ,ожидал,0.686528000049293,j,L24,syv,related,inflection,inf,labra,yes,24,11
СНИМАТЬ,снимал,0.581881200196222,j,L24,syv,related,inflection,inf,labra,yes,24,11
ЗАБЫТЬ,структура,0.670911999884993,j,L24,syv,a_unrelated,inflection,unrel,labra,yes,24,11
СОБРАТЬ,сильный,0.797114499844611,j,L24,syv,a_unrelated,inflection,unrel,labra,yes,24,11
СМОТРЕТЬ,впрочем,0.839891000185162,j,L25,aine,a_unrelated,derivation,unrel,labra,yes,21,5
СТОЯТЬ,палец,0.80899849999696,j,L25,aine,a_unrelated,derivation,unrel,labra,yes,21,5
ИГРАТЬ,великий,0.682601000182331,j,L25,aine,a_unrelated,derivation,unrel,labra,yes,21,5
СТАВИТЬ,очередь,0.913340900093317,j,L25,aine,a_unrelated,derivation,unrel,labra,yes,21,5
СЛУШАТЬ,готовый,0.775289100129157,j,L25,aine,a_unrelated,derivation,unrel,labra,yes,21,5
ПРОСИТЬ,близкий,0.682538700057194,j,L25,aine,a_unrelated,derivation,unrel,labra,yes,21,5
КУРИТЬ,взгляд,0.724424599902704,j,L25,aine,a_unrelated,derivation,unrel,labra,yes,21,5
СЧИТАТЬ,вторник,1.03876139991917,j,L25,aine,a_unrelated,derivation,unrel,labra,yes,21,5
ЖЕЛАТЬ,принцип,0.655263199936599,j,L25,aine,a_unrelated,derivation,unrel,labra,yes,21,5
ИСКАТЬ,мужчина,0.703213500091806,j,L25,aine,a_unrelated,derivation,unrel,labra,yes,21,5
ТЕРЯТЬ,метод,1.18210950004868,j,L25,aine,a_unrelated,derivation,unrel,labra,yes,21,5
ТРАТИТЬ,задание,1.35882480000146,j,L25,aine,a_unrelated,derivation,unrel,labra,yes,21,5
СИДЕТЬ,посидеть,0.616277999943122,j,L25,aine,related,derivation,der,labra,yes,21,5
ДУМАТЬ,подумать,0.620572599815205,j,L25,aine,related,derivation,der,labra,yes,21,5
ГОВОРИТЬ,поговорить,0.863614700036123,j,L25,aine,related,derivation,der,labra,yes,21,5
ЛЕЖАТЬ,простой,0.653091600164771,j,L25,aine,a_unrelated,derivation,unrel,labra,yes,21,5
ДЕРЖАТЬ,подержать,0.814886000007391,j,L25,aine,related,derivation,der,labra,yes,21,5
ВЕРИТЬ,поверить,0.789770700037479,j,L25,aine,related,derivation,der,labra,yes,21,5
СТРОИТЬ,построить,0.928576900158078,j,L25,aine,related,derivation,der,labra,yes,21,5
ПЛАКАТЬ,женщина,1.03978580003604,j,L25,aine,a_unrelated,inflection,unrel,labra,yes,21,5
ВЫБРАТЬ,назад,0.657513299956918,j,L25,aine,a_unrelated,inflection,unrel,labra,yes,21,5
ВСТРЕЧАТЬ,крупный,0.993157700169832,j,L25,aine,a_unrelated,inflection,unrel,labra,yes,21,5
КРИЧАТЬ,простой,0.803945199819282,j,L25,aine,a_unrelated,inflection,unrel,labra,yes,21,5
СООБЩИТЬ,важный,0.919735099887475,j,L25,aine,a_unrelated,inflection,unrel,labra,yes,21,5
БЕЖАТЬ,мальчик,0.74554009991698,j,L25,aine,a_unrelated,inflection,unrel,labra,yes,21,5
БРОСИТЬ,бросил,0.795519500039518,j,L25,aine,related,inflection,inf,labra,yes,21,5
УМЕТЬ,характер,1.06311780004762,j,L25,aine,a_unrelated,inflection,unrel,labra,yes,21,5
ПОНЯТЬ,понял,0.786100799916312,j,L25,aine,related,inflection,inf,labra,yes,21,5
НАЧАТЬ,начал,0.587490299949423,j,L25,aine,related,inflection,inf,labra,yes,21,5
ПИСАТЬ,писал,0.655241400003433,j,L25,aine,related,inflection,inf,labra,yes,21,5
РЕШИТЬ,решил,0.705403199885041,j,L25,aine,related,inflection,inf,labra,yes,21,5
СЛЫШАТЬ,слышал,0.880190999945626,j,L25,aine,related,inflection,inf,labra,yes,21,5
ПОМНИТЬ,помнил,0.71327509987168,j,L25,aine,related,inflection,inf,labra,yes,21,5
УЗНАТЬ,узнал,0.836582799907774,j,L25,aine,related,inflection,inf,labra,yes,21,5
ОЖИДАТЬ,ожидал,1.01823899988085,j,L25,aine,related,inflection,inf,labra,yes,21,5
СНИМАТЬ,снимал,1.19805209990591,j,L25,aine,related,inflection,inf,labra,yes,21,5
ЗАБЫТЬ,структура,1.17273660004139,j,L25,aine,a_unrelated,inflection,unrel,labra,yes,21,5
СТРАДАТЬ,торчать,0.585712299915031,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
СМОТРЕТЬ,впрочем,0.603886099997908,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
СТОЯТЬ,палец,0.571399000007659,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
ИГРАТЬ,великий,0.529391899937764,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
СТАВИТЬ,очередь,0.561235200148076,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
СЛУШАТЬ,готовый,0.617754200007767,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
ПРОСИТЬ,близкий,0.561366300098598,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
КУРИТЬ,взгляд,0.501976599916816,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
СЧИТАТЬ,вторник,0.722111099865287,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
ЖЕЛАТЬ,принцип,0.563742599915713,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
ИСКАТЬ,мужчина,0.645833800081164,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
ТЕРЯТЬ,метод,0.528633400099352,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
ТРАТИТЬ,задание,0.826684900093824,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
СИДЕТЬ,посидеть,0.55417999997735,j,L28,aine,related,derivation,der,labra,yes,21,7
ДУМАТЬ,подумать,0.477910800138488,j,L28,aine,related,derivation,der,labra,yes,21,7
ГОВОРИТЬ,поговорить,0.494144999887794,j,L28,aine,related,derivation,der,labra,yes,21,7
ЛЕЖАТЬ,простой,0.579222699860111,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
ДЕРЖАТЬ,подержать,0.513150400016457,j,L28,aine,related,derivation,der,labra,yes,21,7
ВЕРИТЬ,поверить,0.500197799876332,j,L28,aine,related,derivation,der,labra,yes,21,7
СТРОИТЬ,построить,0.538314300123602,j,L28,aine,related,derivation,der,labra,yes,21,7
ВЫБРАТЬ,назад,0.550584000069648,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
ВСТРЕЧАТЬ,крупный,0.530817199964076,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
КРИЧАТЬ,простой,0.527575599960983,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
СООБЩИТЬ,важный,0.695703899953514,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
УБИТЬ,часто,0.536602800013498,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
БЕЖАТЬ,мальчик,0.540102599887177,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
БРОСИТЬ,бросил,0.434517599875107,j,L28,aine,related,inflection,inf,labra,yes,21,7
УМЕТЬ,характер,0.529072100063786,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
ПОНЯТЬ,понял,0.454650799976662,j,L28,aine,related,inflection,inf,labra,yes,21,7
НАЧАТЬ,начал,0.536205800017342,j,L28,aine,related,inflection,inf,labra,yes,21,7
ПИСАТЬ,писал,0.537238200195134,j,L28,aine,related,inflection,inf,labra,yes,21,7
РЕШИТЬ,решил,0.500954800052568,j,L28,aine,related,inflection,inf,labra,yes,21,7
СЛЫШАТЬ,слышал,0.493956600083038,j,L28,aine,related,inflection,inf,labra,yes,21,7
ПОМНИТЬ,помнил,1.10297370003536,j,L28,aine,related,inflection,inf,labra,yes,21,7
УЗНАТЬ,узнал,0.47996550006792,j,L28,aine,related,inflection,inf,labra,yes,21,7
ОЖИДАТЬ,ожидал,0.570130700012669,j,L28,aine,related,inflection,inf,labra,yes,21,7
СНИМАТЬ,снимал,0.544509900035337,j,L28,aine,related,inflection,inf,labra,yes,21,7
ЗАБЫТЬ,структура,0.644819700159133,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
СОБРАТЬ,сильный,0.479491099948064,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
СТРАДАТЬ,торчать,1.02157389995409,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
СМОТРЕТЬ,впрочем,0.75489139999263,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
СТОЯТЬ,палец,0.678877600003034,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
ИГРАТЬ,великий,0.677233800000977,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
СТАВИТЬ,очередь,0.716504099953454,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
СЛУШАТЬ,готовый,0.640823299996555,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
ПРОСИТЬ,близкий,0.96132340002805,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
КУРИТЬ,взгляд,0.901495300000533,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
СЧИТАТЬ,вторник,0.936484100006055,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
ЖЕЛАТЬ,принцип,0.876545300008729,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
ИСКАТЬ,мужчина,0.903585499967448,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
ТЕРЯТЬ,метод,0.937862700026017,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
СИДЕТЬ,посидеть,0.694428099959623,j,L210,aine,related,derivation,der,labra,yes,27,7
ДУМАТЬ,подумать,0.686211800028104,j,L210,aine,related,derivation,der,labra,yes,27,7
ГОВОРИТЬ,поговорить,0.687033499998506,j,L210,aine,related,derivation,der,labra,yes,27,7
ЛЕЖАТЬ,простой,0.651669899991248,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
ДЕРЖАТЬ,подержать,0.937037399969995,j,L210,aine,related,derivation,der,labra,yes,27,7
ВЕРИТЬ,поверить,1.2000419999822,j,L210,aine,related,derivation,der,labra,yes,27,7
