"","x"
"1032",1.28040973111396
"1033",0.621519490851233
"1034",1.36058124030586
"1035",1.60535546583402
"1036",1.47184363133261
"1037",1.18287201324817
"1038",1.01111723398769
"1039",1.30350904635278
"1040",1.51162439157118
"1041",1.46272608260014
"1042",1.51745068285281
"1043",1.81159420289855
"1044",1.32934529744101
"1045",1.6171678539374
"1046",1.15354889316984
"1047",0.923126629895456
"1048",1.52940276821901
"1049",1.80980734600802
"1050",1.6083505560872
"1051",1.49693876023532
"1052",1.37522261416067
"1053",1.6197479672163
"1054",0.769215976615834
"1055",1.61633141259284
"1056",1.45877856470777
"1057",0.804000707520623
"1058",0.738181710809933
"1059",1.18900409017407
"1060",1.27607174075327
"1061",0.998836355645673
"1062",0.982318271119843
"1063",1.47275405007364
"1064",1.24378109452736
"1065",1.35869565217391
"1066",0.953288846520496
"1067",1.06837606837607
"1068",0.781860828772479
"1069",0.98135426889107
"1070",1.230012300123
"1071",1.14810562571757
"1072",1.25944584382872
"1073",1.01317122593718
"1074",1.00502512562814
"1075",1.61030595813205
"1076",1.22249388753056
"1077",1.28369704749679
"1078",1.11482720178372
"1079",0.699790062981106
"1080",1.05708245243129
"1081",0.895255147717099
"1082",1.08342361863489
"1083",0.757002271006813
"1084",1.45985401459854
"1085",0.650195058517555
"1086",1.00200400801603
"1087",1.82481751824817
"1088",1.74520069808028
"1089",1.64473684210526
"1090",1.72413793103448
"1091",1.37551581843191
"1092",1.30378096479791
"1093",1.48809523809524
"1094",1.29366106080207
"1095",1.44508670520231
"1096",1.54559505409583
"1097",1.00603621730382
"1098",1.46842878120411
"1099",1.91204588910134
"1100",1.41442715700141
"1101",1.32100396301189
"1102",1.67224080267559
"1103",1.39082058414465
"1104",1.10741971207087
"1105",1.38888888888889
"1106",1.44927536231884
"1107",1.27713920817369
"1108",1.28865979381443
"1109",1.22952079427043
"1110",1.6197479672163
"1111",1.5609756097561
"1112",1.5966279218291
"1113",1.63078930202218
"1114",1.59193842382177
"1115",1.26344782276354
"1116",1.13739763421292
"1117",0.971510455881281
"1118",1.62064047711656
"1119",1.78053166675569
"1120",1.28347462249803
"1121",1.41470729706024
"1122",1.35588624114437
"1123",1.10260877235539
"1124",1.24834594162734
"1125",1.44717800289436
"1126",1.16102890381456
"1127",1.39249583991868
"1128",1.42949038667715
"1129",1.48557506610809
"1130",1.1416632892461
